capsuleName,messageType,messageID,second,nano
client,SendingMessage,1,1488235959,917803000
client,MessageSent,1,1488235959,917831000
client,ProcessingMessage,2,1488235960,158195000
client,MessageProcessed,2,1488235960,158498000
client,SendingMessage,3,1488235960,160008000
client,MessageSent,3,1488235960,160023000
client,ProcessingMessage,4,1488235960,407345000
client,MessageProcessed,4,1488235960,407616000
client,SendingMessage,5,1488235960,409085000
client,MessageSent,5,1488235960,409101000
client,ProcessingMessage,6,1488235960,652157000
client,MessageProcessed,6,1488235960,652447000
client,SendingMessage,7,1488235960,653853000
client,MessageSent,7,1488235960,653876000
client,ProcessingMessage,8,1488235960,894729000
client,MessageProcessed,8,1488235960,895007000
client,SendingMessage,9,1488235960,896404000
client,MessageSent,9,1488235960,896436000
client,ProcessingMessage,10,1488235961,135731000
client,MessageProcessed,10,1488235961,136020000
client,SendingMessage,11,1488235961,137609000
client,MessageSent,11,1488235961,137629000
client,ProcessingMessage,12,1488235961,377479000
client,MessageProcessed,12,1488235961,377774000
client,SendingMessage,13,1488235961,379183000
client,MessageSent,13,1488235961,379198000
client,ProcessingMessage,14,1488235961,625984000
client,MessageProcessed,14,1488235961,626272000
client,SendingMessage,15,1488235961,627603000
client,MessageSent,15,1488235961,627635000
client,ProcessingMessage,16,1488235961,868354000
client,MessageProcessed,16,1488235961,868704000
client,SendingMessage,17,1488235961,870389000
client,MessageSent,17,1488235961,870414000
client,ProcessingMessage,18,1488235962,110169000
client,MessageProcessed,18,1488235962,110477000
client,SendingMessage,19,1488235962,111902000
client,MessageSent,19,1488235962,111931000
client,ProcessingMessage,20,1488235962,353586000
client,MessageProcessed,20,1488235962,353864000
client,SendingMessage,21,1488235962,355279000
client,MessageSent,21,1488235962,355311000
client,ProcessingMessage,22,1488235962,595808000
client,MessageProcessed,22,1488235962,596109000
client,SendingMessage,23,1488235962,597519000
client,MessageSent,23,1488235962,597542000
client,ProcessingMessage,24,1488235962,839094000
client,MessageProcessed,24,1488235962,839424000
client,SendingMessage,25,1488235962,840799000
client,MessageSent,25,1488235962,840814000
client,ProcessingMessage,26,1488235963,79722000
client,MessageProcessed,26,1488235963,79974000
client,SendingMessage,27,1488235963,81569000
client,MessageSent,27,1488235963,81597000
client,ProcessingMessage,28,1488235963,325175000
client,MessageProcessed,28,1488235963,325473000
client,SendingMessage,29,1488235963,327232000
client,MessageSent,29,1488235963,327272000
client,ProcessingMessage,30,1488235963,577334000
client,MessageProcessed,30,1488235963,577707000
client,SendingMessage,31,1488235963,579510000
client,MessageSent,31,1488235963,579530000
client,ProcessingMessage,32,1488235963,827419000
client,MessageProcessed,32,1488235963,827730000
client,SendingMessage,33,1488235963,829411000
client,MessageSent,33,1488235963,829435000
client,ProcessingMessage,34,1488235964,71666000
client,MessageProcessed,34,1488235964,71981000
client,SendingMessage,35,1488235964,172843000
client,MessageSent,35,1488235964,172859000
client,ProcessingMessage,36,1488235964,413995000
client,MessageProcessed,36,1488235964,414277000
client,SendingMessage,37,1488235964,415693000
client,MessageSent,37,1488235964,415730000
client,ProcessingMessage,38,1488235964,658840000
client,MessageProcessed,38,1488235964,659126000
client,SendingMessage,39,1488235964,660724000
client,MessageSent,39,1488235964,660760000
client,ProcessingMessage,40,1488235964,901429000
client,MessageProcessed,40,1488235964,901784000
client,SendingMessage,41,1488235964,903213000
client,MessageSent,41,1488235964,903229000
client,ProcessingMessage,42,1488235965,142799000
client,MessageProcessed,42,1488235965,143168000
client,SendingMessage,43,1488235965,144788000
client,MessageSent,43,1488235965,144803000
client,ProcessingMessage,44,1488235965,383807000
client,MessageProcessed,44,1488235965,384133000
client,SendingMessage,45,1488235965,385616000
client,MessageSent,45,1488235965,385655000
client,ProcessingMessage,46,1488235965,621915000
client,MessageProcessed,46,1488235965,622195000
client,SendingMessage,47,1488235965,623625000
client,MessageSent,47,1488235965,623653000
client,ProcessingMessage,48,1488235965,855584000
client,MessageProcessed,48,1488235965,855898000
client,SendingMessage,49,1488235965,857435000
client,MessageSent,49,1488235965,857463000
client,ProcessingMessage,50,1488235966,87948000
client,MessageProcessed,50,1488235966,88227000
client,SendingMessage,51,1488235966,89656000
client,MessageSent,51,1488235966,89677000
client,ProcessingMessage,52,1488235966,317559000
client,MessageProcessed,52,1488235966,317877000
client,SendingMessage,53,1488235966,319461000
client,MessageSent,53,1488235966,319484000
client,ProcessingMessage,54,1488235966,559150000
client,MessageProcessed,54,1488235966,559429000
client,SendingMessage,55,1488235966,560883000
client,MessageSent,55,1488235966,560914000
client,ProcessingMessage,56,1488235966,796740000
client,MessageProcessed,56,1488235966,797055000
client,SendingMessage,57,1488235966,798606000
client,MessageSent,57,1488235966,798620000
client,ProcessingMessage,58,1488235967,42629000
client,MessageProcessed,58,1488235967,42935000
client,SendingMessage,59,1488235967,44561000
client,MessageSent,59,1488235967,44597000
client,ProcessingMessage,60,1488235967,280068000
client,MessageProcessed,60,1488235967,280380000
client,SendingMessage,61,1488235967,281942000
client,MessageSent,61,1488235967,281969000
client,ProcessingMessage,62,1488235967,510486000
client,MessageProcessed,62,1488235967,510778000
client,SendingMessage,63,1488235967,512364000
client,MessageSent,63,1488235967,512394000
client,ProcessingMessage,64,1488235967,745585000
client,MessageProcessed,64,1488235967,745860000
client,SendingMessage,65,1488235967,747272000
client,MessageSent,65,1488235967,747291000
client,ProcessingMessage,66,1488235967,981077000
client,MessageProcessed,66,1488235967,981433000
client,SendingMessage,67,1488235967,983201000
client,MessageSent,67,1488235967,983230000
client,ProcessingMessage,68,1488235968,217916000
client,MessageProcessed,68,1488235968,218293000
client,SendingMessage,69,1488235968,313791000
client,MessageSent,69,1488235968,313806000
client,ProcessingMessage,70,1488235968,551024000
client,MessageProcessed,70,1488235968,551298000
client,SendingMessage,71,1488235968,552756000
client,MessageSent,71,1488235968,552785000
client,ProcessingMessage,72,1488235968,791687000
client,MessageProcessed,72,1488235968,791951000
client,SendingMessage,73,1488235968,793230000
client,MessageSent,73,1488235968,793254000
client,ProcessingMessage,74,1488235969,27667000
client,MessageProcessed,74,1488235969,27946000
client,SendingMessage,75,1488235969,29432000
client,MessageSent,75,1488235969,29459000
client,ProcessingMessage,76,1488235969,256530000
client,MessageProcessed,76,1488235969,256848000
client,SendingMessage,77,1488235969,258344000
client,MessageSent,77,1488235969,258368000
client,ProcessingMessage,78,1488235969,489661000
client,MessageProcessed,78,1488235969,489950000
client,SendingMessage,79,1488235969,491376000
client,MessageSent,79,1488235969,491407000
client,ProcessingMessage,80,1488235969,725889000
client,MessageProcessed,80,1488235969,726202000
client,SendingMessage,81,1488235969,727726000
client,MessageSent,81,1488235969,727750000
client,ProcessingMessage,82,1488235969,956935000
client,MessageProcessed,82,1488235969,957265000
client,SendingMessage,83,1488235969,958721000
client,MessageSent,83,1488235969,958736000
client,ProcessingMessage,84,1488235970,196695000
client,MessageProcessed,84,1488235970,196991000
client,SendingMessage,85,1488235970,198486000
client,MessageSent,85,1488235970,198517000
client,ProcessingMessage,86,1488235970,439005000
client,MessageProcessed,86,1488235970,439302000
client,SendingMessage,87,1488235970,440888000
client,MessageSent,87,1488235970,440904000
client,ProcessingMessage,88,1488235970,688849000
client,MessageProcessed,88,1488235970,689165000
client,SendingMessage,89,1488235970,690835000
client,MessageSent,89,1488235970,690850000
client,ProcessingMessage,90,1488235970,945786000
client,MessageProcessed,90,1488235970,946141000
client,SendingMessage,91,1488235970,947667000
client,MessageSent,91,1488235970,947701000
client,ProcessingMessage,92,1488235971,181747000
client,MessageProcessed,92,1488235971,182026000
client,SendingMessage,93,1488235971,183395000
client,MessageSent,93,1488235971,183432000
client,ProcessingMessage,94,1488235971,421389000
client,MessageProcessed,94,1488235971,421679000
client,SendingMessage,95,1488235971,423219000
client,MessageSent,95,1488235971,423251000
client,ProcessingMessage,96,1488235971,658728000
client,MessageProcessed,96,1488235971,658995000
client,SendingMessage,97,1488235971,660440000
client,MessageSent,97,1488235971,660462000
client,ProcessingMessage,98,1488235971,895796000
client,MessageProcessed,98,1488235971,896070000
client,SendingMessage,99,1488235971,897469000
client,MessageSent,99,1488235971,897502000
client,ProcessingMessage,100,1488235972,133440000
