capsuleName,messageType,messageID,second,nano
client,SendingMessage,1,1488235959,917878000
client,MessageSent,1,1488235959,917897000
client,ProcessingMessage,2,1488235960,159109000
client,MessageProcessed,2,1488235960,159408000
client,SendingMessage,3,1488235960,160085000
client,MessageSent,3,1488235960,160098000
client,ProcessingMessage,4,1488235960,408252000
client,MessageProcessed,4,1488235960,408580000
client,SendingMessage,5,1488235960,409129000
client,MessageSent,5,1488235960,409139000
client,ProcessingMessage,6,1488235960,653068000
client,MessageProcessed,6,1488235960,653342000
client,SendingMessage,7,1488235960,653987000
client,MessageSent,7,1488235960,654000000
client,ProcessingMessage,8,1488235960,895603000
client,MessageProcessed,8,1488235960,895905000
client,SendingMessage,9,1488235960,896467000
client,MessageSent,9,1488235960,896478000
client,ProcessingMessage,10,1488235961,136706000
client,MessageProcessed,10,1488235961,137050000
client,SendingMessage,11,1488235961,137683000
client,MessageSent,11,1488235961,137694000
client,ProcessingMessage,12,1488235961,378398000
client,MessageProcessed,12,1488235961,378671000
client,SendingMessage,13,1488235961,379230000
client,MessageSent,13,1488235961,379250000
client,ProcessingMessage,14,1488235961,626864000
client,MessageProcessed,14,1488235961,627122000
client,SendingMessage,15,1488235961,627667000
client,MessageSent,15,1488235961,627680000
client,ProcessingMessage,16,1488235961,869388000
client,MessageProcessed,16,1488235961,869673000
client,SendingMessage,17,1488235961,870445000
client,MessageSent,17,1488235961,870457000
client,ProcessingMessage,18,1488235962,111121000
client,MessageProcessed,18,1488235962,111394000
client,SendingMessage,19,1488235962,111967000
client,MessageSent,19,1488235962,111978000
client,ProcessingMessage,20,1488235962,354467000
client,MessageProcessed,20,1488235962,354760000
client,SendingMessage,21,1488235962,355342000
client,MessageSent,21,1488235962,355355000
client,ProcessingMessage,22,1488235962,596777000
client,MessageProcessed,22,1488235962,597045000
client,SendingMessage,23,1488235962,597597000
client,MessageSent,23,1488235962,597623000
client,ProcessingMessage,24,1488235962,840033000
client,MessageProcessed,24,1488235962,840295000
client,SendingMessage,25,1488235962,840860000
client,MessageSent,25,1488235962,840880000
