capsuleName,messageType,messageID,second,nano
server2,TranstionEnd,0,1488235959,917637000
server2,TranstionStart,1,1488235959,917923000
server2,ClientRequest,1,,
server2,TranstionEnd,1,1488235959,964848000
server2,TranstionStart,2,1488235959,964869000
server2,ClientRequest,2,,
server2,TranstionEnd,2,1488235960,11882000
server2,TranstionStart,3,1488235960,11913000
server2,ClientRequest,3,,
server2,TranstionEnd,3,1488235960,60243000
server2,TranstionStart,4,1488235960,309157000
server2,ClientRequest,4,,
server2,TranstionEnd,4,1488235960,359771000
server2,TranstionStart,5,1488235960,359804000
server2,ClientRequest,5,,
server2,TranstionEnd,5,1488235960,407321000
server2,TranstionStart,6,1488235960,457665000
server2,ClientRequest,6,,
server2,TranstionEnd,6,1488235960,503918000
server2,TranstionStart,7,1488235960,602621000
server2,ClientRequest,7,,
server2,TranstionEnd,7,1488235960,652134000
server2,TranstionStart,8,1488235960,654040000
server2,ClientRequest,8,,
server2,TranstionEnd,8,1488235960,701364000
server2,TranstionStart,9,1488235960,701393000
server2,ClientRequest,9,,
server2,TranstionEnd,9,1488235960,752054000
server2,TranstionStart,10,1488235960,752077000
server2,ClientRequest,10,,
server2,TranstionEnd,10,1488235960,799811000
server2,TranstionStart,11,1488235960,896517000
server2,ClientRequest,11,,
server2,TranstionEnd,11,1488235960,942207000
server2,TranstionStart,12,1488235960,942227000
server2,ClientRequest,12,,
server2,TranstionEnd,12,1488235960,990467000
server2,TranstionStart,13,1488235960,990497000
server2,ClientRequest,13,,
server2,TranstionEnd,13,1488235961,37655000
server2,TranstionStart,14,1488235961,37679000
server2,ClientRequest,14,,
server2,TranstionEnd,14,1488235961,87369000
server2,TranstionStart,15,1488235961,137715000
server2,ClientRequest,15,,
server2,TranstionEnd,15,1488235961,186267000
server2,TranstionStart,16,1488235961,186288000
server2,ClientRequest,16,,
server2,TranstionEnd,16,1488235961,234241000
server2,TranstionStart,17,1488235961,331282000
server2,ClientRequest,17,,
server2,TranstionEnd,17,1488235961,377447000
server2,TranstionStart,18,1488235961,379281000
server2,ClientRequest,18,,
server2,TranstionEnd,18,1488235961,427510000
server2,TranstionStart,19,1488235961,526241000
server2,ClientRequest,19,,
server2,TranstionEnd,19,1488235961,574867000
server2,TranstionStart,20,1488235961,627714000
server2,ClientRequest,20,,
server2,TranstionEnd,20,1488235961,675501000
server2,TranstionStart,21,1488235961,675520000
server2,ClientRequest,21,,
server2,TranstionEnd,21,1488235961,722535000
server2,TranstionStart,22,1488235961,722557000
server2,ClientRequest,22,,
server2,TranstionEnd,22,1488235961,771830000
server2,TranstionStart,23,1488235961,771859000
server2,ClientRequest,23,,
server2,TranstionEnd,23,1488235961,818929000
server2,TranstionStart,24,1488235961,818950000
server2,ClientRequest,24,,
server2,TranstionEnd,24,1488235961,868330000
server2,TranstionStart,25,1488235961,870472000
server2,ClientRequest,25,,
server2,TranstionEnd,25,1488235961,917855000
server2,TranstionStart,26,1488235961,964567000
server2,ClientRequest,26,,
server2,TranstionEnd,26,1488235962,13317000
server2,TranstionStart,27,1488235962,63384000
server2,ClientRequest,27,,
server2,TranstionEnd,27,1488235962,110123000
server2,TranstionStart,28,1488235962,111993000
server2,ClientRequest,28,,
